#Downloaded 28 Jan 2017 - ensembl GrCh37 biomart http://grch37.ensembl.org/biomart/martview/7137c8b25d15c013f241a06dab9bdb9f
GeneID	GeneStart	GeneEnd	Strand	AssociatedGeneName	HGNCsymbol	Chromosome_scaffold name
ENSG00000234835	35825207	35825966	1	PHBP13	PHBP13	13
ENSG00000229723	115095034	115099423	-1	LINC01054	LINC01054	13
ENSG00000268343	21004687	21005367	1	AC012414.1		15
ENSG00000221519	36068551	36068674	-1	AL390071.1		13
ENSG00000236036	36271661	36273393	1	LINC00445	LINC00445	13
ENSG00000207203	36841305	36841411	1	RNU6-71P	RNU6-71P	13
ENSG00000169861	10862622	10863067	1	IGHV1OR21-1	IGHV1OR21-1	21
ENSG00000266047	36929928	36930015	1	AL139377.1		13
ENSG00000223383	37064215	37064578	-1	HIST1H2APS6	HIST1H2APS6	13
ENSG00000222602	37302739	37302829	-1	AL136160.1		13
ENSG00000235306	37314178	37315000	1	GAPDHP34	GAPDHP34	13
ENSG00000223543	37316015	37316602	-1	TCEAL4P1	TCEAL4P1	13
ENSG00000215486	37363469	37369187	1	ARL2BPP3	ARL2BPP3	13
ENSG00000261631	39991937	40004636	1	KLHL10	KLHL10	HG185_PATCH
ENSG00000230031	21040701	21071643	-1	POTEB2	POTEB2	15
ENSG00000271337	37378335	37379439	-1	NDE1P2	NDE1P2	13
ENSG00000236711	37423503	37424183	-1	SMAD9-AS1	SMAD9-AS1	13
ENSG00000228825	37496676	37497045	1	LAMTOR3P1	LAMTOR3P1	13
ENSG00000232378	37500575	37501356	-1	RPL29P28	RPL29P28	13
ENSG00000226161	37512537	37513631	-1	EIF4A1P5	EIF4A1P5	13
ENSG00000221100	37608814	37608929	-1	AL138706.1		13
ENSG00000202395	37740489	37740795	-1	RN7SKP1	RN7SKP1	13
ENSG00000230283	37794997	37795383	-1	RPS12P24	RPS12P24	13
ENSG00000234034	23872924	23892377	-1	AP000959.2		21
ENSG00000230390	38055604	38058906	-1	LINC01048	LINC01048	13
ENSG00000263796	24052992	24053286	1	RN7SL609P	RN7SL609P	21
ENSG00000199276	38428989	38429107	-1	RNA5SP26	RNA5SP26	13
ENSG00000225906	24254903	24256321	1	AP000949.1		21
ENSG00000228036	38567222	38568857	-1	HSPD1P9	HSPD1P9	13
ENSG00000230972	24437813	24503528	1	AP001255.2		21
ENSG00000259896	40009797	40021683	-1	KLHL11	KLHL11	HG185_PATCH
ENSG00000223685	38624954	38717369	-1	LINC00571	LINC00571	13
ENSG00000219368	24462350	24464153	-1	ZNF299P	ZNF299P	21
ENSG00000236354	39107480	39119436	-1	LINC00437	LINC00437	13
ENSG00000231058	24473545	24475396	1	MSANTD2P1	MSANTD2P1	21
ENSG00000229437	39150777	39153131	1	LINC00366	LINC00366	13
ENSG00000223078	24654058	24654231	-1	RNU2-55P	RNU2-55P	21
ENSG00000234701	39191556	39192077	-1	PRDX3P3	PRDX3P3	13
ENSG00000228592	24733426	24757182	-1	AP000459.4		21
ENSG00000252795	39353561	39353653	1	RNU6-56P	RNU6-56P	13
ENSG00000212049	39364781	39364891	1	AL590007.1		13
ENSG00000270824	21215823	21215845	-1	IGHD5OR15-5B	IGHD5OR15-5B	15
ENSG00000225350	39395935	39401707	-1	FREM2-AS1	FREM2-AS1	13
ENSG00000225221	39476524	39476787	1	PLA2G12AP2	PLA2G12AP2	13
ENSG00000270451	21216780	21216798	-1	IGHD4OR15-4B	IGHD4OR15-4B	15
ENSG00000235550	39496864	39510336	-1	ANKRD26P2	ANKRD26P2	13
ENSG00000223822	24762579	24763317	1	EEF1A1P1	EEF1A1P1	21
ENSG00000271255	21217888	21217918	-1	IGHD3OR15-3B	IGHD3OR15-3B	15
ENSG00000214823	39743773	39744088	-1	NXT1P1	NXT1P1	13
ENSG00000271305	21220377	21220407	-1	IGHD2OR15-2B	IGHD2OR15-2B	15
ENSG00000238408	40021252	40021353	-1	snoU13		13
ENSG00000216014	40226715	40226806	1	AL512505.1		13
ENSG00000264171	40238171	40238272	-1	MIR4305	MIR4305	13
ENSG00000237569	24779978	24781448	-1	TUBAP	TUBAP	21
ENSG00000200526	40359552	40359647	-1	RNY4P14	RNY4P14	13
ENSG00000224351	40391878	40392186	-1	CDKN2AIPNLP3	CDKN2AIPNLP3	13
ENSG00000138593	49280673	49338760	-1	SECISBP2L	SECISBP2L	15
ENSG00000270444	40430847	40431231	-1	AZU1P1	AZU1P1	13
ENSG00000212553	40431272	40431364	-1	SNORD116		13
ENSG00000270185	21223129	21223145	-1	IGHD1OR15-1B	IGHD1OR15-1B	15
ENSG00000230710	40755946	40763165	1	LINC00332	LINC00332	13
ENSG00000271429	40798762	40798999	-1	RPL17P51	RPL17P51	13
ENSG00000207458	40800964	40801069	1	RNY3P9	RNY3P9	13
ENSG00000268531	22011370	22012050	1	DKFZP547L112		15
ENSG00000230058	40918094	40924440	-1	RP11-172E9.2		13
ENSG00000252812	40981259	40981577	-1	RN7SKP2	RN7SKP2	13
ENSG00000215483	41025131	41055143	-1	LINC00598	LINC00598	13
ENSG00000229456	41192875	41195485	1	RLIMP1	RLIMP1	13
ENSG00000211491	41301964	41302011	-1	MIR320D1	MIR320D1	13
ENSG00000207652	41384902	41384997	1	MIR621	MIR621	13
ENSG00000168852	41396432	41495890	-1	TPTE2P5	TPTE2P5	13
ENSG00000233917	22051853	22083227	-1	POTEB	POTEB	15
ENSG00000166157	10906201	11029719	-1	TPTE	TPTE	21
ENSG00000260245	40023160	40075239	-1	ACLY	ACLY	HG185_PATCH
ENSG00000176268	41437735	41438038	-1	CYCSP34	CYCSP34	13
ENSG00000239827	41482295	41495910	-1	SUGT1P3	SUGT1P3	13
ENSG00000229473	41566915	41567467	-1	RGS17P1	RGS17P1	13
ENSG00000264226	41675155	41675236	-1	MIR3168	MIR3168	13
ENSG00000199698	24804501	24804602	-1	Y_RNA		21
ENSG00000244264	41696012	41696305	1	RN7SL597P	RN7SL597P	13
ENSG00000227716	24849960	24863043	1	AP000459.7		21
ENSG00000215482	41744836	41745284	-1	CALM2P3	CALM2P3	13
ENSG00000231986	25261114	25262857	-1	AP000474.1		21
ENSG00000238651	41754117	41754223	-1	snoU13		13
ENSG00000225133	41773968	41774943	-1	MORF4L1P4	MORF4L1P4	13
ENSG00000235564	25333220	25339588	-1	AP000477.2		21
ENSG00000231404	41861877	41862456	-1	RAC1P3	RAC1P3	13
ENSG00000226996	25415572	25422601	1	AP000477.3		21
ENSG00000264695	22069339	22071044	1	RP11-178F10.2		18
ENSG00000223280	41928693	41928795	-1	RNU6-57P	RNU6-57P	13
ENSG00000224018	25527484	25560655	-1	AP000470.2		21
ENSG00000266489	22096847	22097970	-1	RP11-178F10.3		18
ENSG00000214222	41958909	41959319	-1	TUBBP2	TUBBP2	13
ENSG00000224832	25676863	25693690	-1	AP000469.2		21
ENSG00000266181	22102237	22102883	-1	RP11-178F10.4		18
ENSG00000205240	42005425	42006446	-1	OR7E36P	OR7E36P	13
ENSG00000237484	25801054	25920256	1	AP000476.1		21
ENSG00000265485	22208146	22242162	1	RP11-449D8.1		18
ENSG00000234655	42013952	42015035	-1	OR7E155P	OR7E155P	13
ENSG00000263553	22253127	22254312	1	RP11-449D8.2		18
ENSG00000266520	22265736	22266315	-1	RAC1P1	RAC1P1	18
ENSG00000215480	42016906	42017786	1	OR7E37P	OR7E37P	13
ENSG00000266809	22269878	22270125	-1	RP11-449D8.3		18
ENSG00000263907	42019427	42019503	1	AL354833.1		13
ENSG00000266573	22305745	22509040	1	RP11-449D8.5		18
ENSG00000263928	42020193	42020261	-1	AL354833.2		13
ENSG00000264042	42024148	42024235	1	AL354833.3		13
ENSG00000264190	42142422	42142531	-1	MIR5006	MIR5006	13
ENSG00000241406	42381813	42382108	1	RN7SL515P	RN7SL515P	13
ENSG00000206962	42479254	42479360	1	RNU6-74P	RNU6-74P	13
ENSG00000264345	22513451	22567646	-1	RP11-958F21.1		18
ENSG00000229696	42499734	42501485	1	KARSP1	KARSP1	13
ENSG00000229248	22596398	22597168	-1	WBP2P1	WBP2P1	18
ENSG00000226093	42577566	42577773	1	RPS28P8	RPS28P8	13
ENSG00000231530	42617863	42618383	-1	RP11-187A9.3		13
ENSG00000265552	22635564	22636724	1	RP11-958F21.3		18
ENSG00000237263	42643068	42645229	-1	MAPK6PS3	MAPK6PS3	13
ENSG00000264434	22882090	22882920	1	CTD-2006O16.2		18
ENSG00000265679	42747126	42747223	-1	AL139328.1		13
ENSG00000242216	23398200	23398496	-1	RN7SL97P	RN7SL97P	18
ENSG00000270809	42755601	42756057	-1	CHCHD2P11	CHCHD2P11	13
ENSG00000264193	23533180	23533432	-1	RP11-737G21.1		18
ENSG00000234213	42830009	42830711	1	FHP1	FHP1	13
ENSG00000243925	23678803	23679190	1	RPS24P18	RPS24P18	18
ENSG00000260703	40086887	40121903	1	TTC25	TTC25	HG185_PATCH
ENSG00000233259	42943374	42943793	-1	FABP3P2	FABP3P2	13
ENSG00000188985	23749724	23751313	-1	DHFRP1	DHFRP1	18
ENSG00000271216	43384502	43386698	-1	LINC01050	LINC01050	13
ENSG00000229546	43416550	43417023	-1	LINC00428	LINC00428	13
ENSG00000266227	23784833	23785868	1	NPM1P2	NPM1P2	18
ENSG00000238025	43507994	43509028	1	ZDHHC4P1	ZDHHC4P1	13
ENSG00000256715	14741931	14745386	-1	AL050302.1		21
ENSG00000263829	23835662	23836319	-1	FAM60BP	FAM60BP	18
ENSG00000229928	43732767	43733602	1	LINC00400	LINC00400	13
ENSG00000232540	43968661	43968961	1	RPL36P19	RPL36P19	13
ENSG00000266237	23845973	23847373	1	RP11-25D3.1		18
ENSG00000238189	44032601	44033259	1	ENOX1-AS2	ENOX1-AS2	13
ENSG00000252921	23879079	23879219	-1	U3		18
ENSG00000233821	44118054	44122192	1	ENOX1-AS1	ENOX1-AS1	13
ENSG00000264911	23928311	23928968	1	RP11-107K17.2		18
ENSG00000270522	44361727	44361988	1	RP11-168P13.1		13
ENSG00000207160	23946265	23946370	-1	RNU6-1289P	RNU6-1289P	18
ENSG00000263862	24002959	24006065	1	RP11-107K17.1		18
ENSG00000166351	14982498	15013906	1	POTED	POTED	21
ENSG00000252846	24166678	24166762	-1	AC090206.1		18
ENSG00000233725	44482850	44604597	1	LINC00284	LINC00284	13
ENSG00000263846	24179372	24180302	1	CIAPIN1P	CIAPIN1P	18
ENSG00000260283	40122993	40131428	1	CNP	CNP	HG185_PATCH
ENSG00000269011	15051621	15053459	-1	AL050303.1		21
ENSG00000260372	24235706	24770662	1	AQP4-AS1	AQP4-AS1	18
ENSG00000179611	44542560	44545335	1	DGKZP1	DGKZP1	13
ENSG00000168675	13217497	13652754	1	LDLRAD4	LDLRAD4	18
ENSG00000226519	44680514	44711372	-1	LINC00390	LINC00390	13
ENSG00000227258	44716682	44813010	1	SMIM2-AS1	SMIM2-AS1	13
ENSG00000265369	24267585	24283602	-1	U3		18
ENSG00000235285	44720606	44732358	-1	SMIM2-IT1	SMIM2-IT1	13
ENSG00000263677	24268075	24269632	1	RP11-17A19.2		18
ENSG00000230731	44808254	44817328	-1	RP11-478K15.6		13
ENSG00000263382	24402777	24403943	-1	RP11-552O4.1		18
ENSG00000237361	44974386	44980120	-1	LINC01071	LINC01071	13
ENSG00000266184	24411484	24412396	-1	RP11-552O4.2		18
ENSG00000266549	24532165	24532522	-1	RP11-526I8.2		18
ENSG00000225727	45011343	45026963	1	RP11-71C5.2		13
ENSG00000265374	24805706	24827152	1	RP11-57J16.1		18
ENSG00000262684	40132691	40173905	-1	DNAJC7	DNAJC7	HG185_PATCH
ENSG00000230793	45168994	45170218	1	SMARCE1P5	SMARCE1P5	13
ENSG00000188992	15481134	15583166	-1	LIPI	LIPI	21
ENSG00000238932	45202705	45202809	-1	snoU13		13
ENSG00000237585	45225948	45275152	1	LINC00407	LINC00407	13
ENSG00000235097	45373639	45383766	-1	LINC00330	LINC00330	13
ENSG00000223732	45556212	45657260	-1	RP11-321C24.1		13
ENSG00000265802	45576285	45576580	1	RN7SL49P	RN7SL49P	13
ENSG00000223341	45634864	45635221	1	RN7SKP3	RN7SKP3	13
ENSG00000271818	45697228	45697549	1	7SK		13
ENSG00000252055	45711997	45712100	-1	RNU6-69P	RNU6-69P	13
ENSG00000270381	45837825	45838050	1	RP11-290D2.5		13
ENSG00000221163	45874149	45874235	-1	AL138963.1		13
ENSG00000253051	45910449	45910582	-1	SNORA31		13
ENSG00000199477	45911615	45911744	-1	SNORA31	SNORA31	13
ENSG00000273149	45914174	45915318	1	RP11-290D2.6		13
ENSG00000185272	15588451	15600693	1	RBM11	RBM11	21
ENSG00000182974	22368478	22369561	1	OR4M2	OR4M2	15
ENSG00000226983	26212864	26430059	1	AP000235.2		21
ENSG00000260770	40173272	40181893	1	NKIRAS2	NKIRAS2	HG185_PATCH
ENSG00000183706	22382382	22383507	1	OR4N4	OR4N4	15
ENSG00000170919	45915480	45965872	1	TPT1-AS1	TPT1-AS1	13
ENSG00000227090	26258990	26275070	-1	AP000402.3		21
ENSG00000230379	26310745	26365129	-1	AP000146.2		21
ENSG00000270505	22448382	22448819	-1	IGHV1OR15-1	IGHV1OR15-1	15
ENSG00000269182	22456895	22460351	1	AC010760.1		15
ENSG00000259261	22472918	22473353	-1	IGHV4OR15-8	IGHV4OR15-8	15
ENSG00000237444	26403318	26403842	-1	AP001342.1		21
ENSG00000244278	26427848	26442219	1	AP000235.3		21
ENSG00000155304	15743436	15755805	-1	HSPA13	HSPA13	21
ENSG00000260320	40181828	40219330	-1	ZNF385C	ZNF385C	HG185_PATCH
ENSG00000228886	45924458	45925485	1	RP11-290D2.3		13
ENSG00000214455	45964486	45965402	-1	RCN1P2	RCN1P2	13
ENSG00000251015	45992297	45994506	1	SLC25A30-AS1	SLC25A30-AS1	13
ENSG00000229303	46010256	46010795	1	PPIAP25	PPIAP25	13
ENSG00000200709	46125620	46125738	-1	RNA5SP27	RNA5SP27	13
ENSG00000197414	22736246	22746002	1	GOLGA6L1	GOLGA6L1	15
ENSG00000232786	46126998	46127271	-1	TIMM9P3	TIMM9P3	13
ENSG00000228869	46245980	46246526	1	COX4I1P2	COX4I1P2	13
ENSG00000235366	46255225	46256554	-1	LINC01055	LINC01055	13
ENSG00000232512	26467335	26475983	1	7SK		21
ENSG00000237876	46261683	46262604	-1	AKR1B1P4	AKR1B1P4	13
ENSG00000260178	40257656	40268985	-1	DHX58	DHX58	HG185_PATCH
ENSG00000223870	26499782	26507561	1	AP000233.3		21
ENSG00000235903	46626941	46687467	1	CPB2-AS1	CPB2-AS1	13
ENSG00000222042	26541745	26706139	-1	AP000233.4		21
ENSG00000238627	26574521	26574629	1	RNA5SP489	RNA5SP489	21
ENSG00000240767	46743594	46743883	-1	RN7SL288P	RN7SL288P	13
ENSG00000238483	46809805	46809908	-1	snoU13		13
ENSG00000252854	46824077	46824348	1	RN7SKP5	RN7SKP5	13
ENSG00000251106	46844212	46844752	1	FAM206BP	FAM206BP	13
ENSG00000261097	46870580	46871979	-1	LINC00563	LINC00563	13
ENSG00000223336	46948536	46948725	-1	RNU2-6P	RNU2-6P	13
ENSG00000252385	46984589	46984692	1	RNU6-68P	RNU6-68P	13
ENSG00000166200	49398268	49447858	-1	COPS2	COPS2	15
ENSG00000155307	15857549	15955723	-1	SAMSN1	SAMSN1	21
ENSG00000241353	46917102	47012325	-1	PPP1R2P4	PPP1R2P4	13
ENSG00000259958	40269360	40277610	-1	KAT2A	KAT2A	HG185_PATCH
ENSG00000243440	15964251	16031142	-1	AF165138.7		21
ENSG00000231817	47029270	47060641	-1	RP11-189B4.6		13
ENSG00000227019	47034744	47035256	1	OR7E101P	OR7E101P	13
ENSG00000205105	47064997	47065397	1	COX17P1	COX17P1	13
ENSG00000260325	40277683	40279604	1	HSPB9	HSPB9	HG185_PATCH
ENSG00000230243	47079253	47079571	1	FKBP1AP3	FKBP1AP3	13
ENSG00000224517	47426278	47430434	1	HTR2A-AS1	HTR2A-AS1	13
ENSG00000234590	47881217	47881436	1	GNG5P5	GNG5P5	13
ENSG00000244521	48033078	48033369	-1	RN7SL700P	RN7SL700P	13
ENSG00000234145	48337595	48338741	1	NAP1L4P3	NAP1L4P3	13
ENSG00000229423	48340775	48341220	-1	RPL27AP8	RPL27AP8	13
ENSG00000261378	40281228	40311269	-1	RAB5C	RAB5C	HG185_PATCH
ENSG00000228573	48399465	48410091	-1	RP11-279N8.1		13
ENSG00000153575	22833395	22873892	1	TUBGCP5	TUBGCP5	15
ENSG00000234689	48479464	48481492	-1	LINC00444	LINC00444	13
ENSG00000260388	48504290	48506757	-1	LINC00562	LINC00562	13
ENSG00000227848	48575525	48576688	1	SUCLA2-AS1	SUCLA2-AS1	13
ENSG00000263172	39874406	39874512	1	5S_rRNA		HG185_PATCH
ENSG00000229111	48651273	48654127	1	MED4-AS1	MED4-AS1	13
ENSG00000262688	39886381	39886657	-1	Metazoa_SRP		HG185_PATCH
ENSG00000266571	39993316	39993580	-1	Metazoa_SRP		HG185_PATCH
ENSG00000224510	48708494	48708670	-1	POLR2KP2	POLR2KP2	13
ENSG00000260752	40004770	40007699	-1	RP11-156E6.1		HG185_PATCH
ENSG00000231473	48870649	48877797	-1	LINC00441	LINC00441	13
ENSG00000264151	24916343	25175128	-1	RP11-739N10.1		18
ENSG00000238086	48890999	48894611	-1	PPP1R26P1	PPP1R26P1	13
ENSG00000177197	48902220	48902700	-1	PCNPP5	PCNPP5	13
ENSG00000233456	49144775	49147453	-1	LINC01077	LINC01077	13
ENSG00000180530	16333556	16437321	-1	NRIP1	NRIP1	21
ENSG00000233610	49151110	49152224	-1	LINC00462	LINC00462	13
ENSG00000264790	24923216	24926074	1	RP11-26N15.2		18
ENSG00000222391	49326225	49326292	-1	AL137118.1		13
ENSG00000225131	49345264	49345965	1	PSME2P2	PSME2P2	13
ENSG00000244329	24935370	24935728	-1	UBA52P9	UBA52P9	18
ENSG00000265585	49504256	49504348	-1	AL161421.1		13
ENSG00000201662	49562051	49562153	1	RNU6-60P	RNU6-60P	13
ENSG00000263611	24977916	24981868	1	RP11-612A1.1		18
ENSG00000223724	49618215	49620930	-1	RAD17P2	RAD17P2	13
ENSG00000265097	24998848	25000399	-1	RBM22P1	RBM22P1	18
ENSG00000199788	49669527	49669628	1	RNY3P2	RNY3P2	13
ENSG00000235957	49761615	49761806	-1	COX7CP1	COX7CP1	13
ENSG00000263405	25032478	25033621	-1	PA2G4P3	PA2G4P3	18
ENSG00000231665	49784558	49786430	-1	OGFOD1P1	OGFOD1P1	13
ENSG00000227279	25534483	25543651	1	AC015933.2		18
ENSG00000236577	50063106	50063500	1	SNRPGP14	SNRPGP14	13
ENSG00000137824	41028082	41048049	-1	RMDN3	RMDN3	15
ENSG00000266296	26231696	26233172	1	ARIH2P1	ARIH2P1	18
ENSG00000176882	50194450	50194784	1	RP11-432M24.4		13
ENSG00000261371	62399863	62491136	-1	PECAM1	PECAM1	HG183_PATCH
ENSG00000265994	26365032	26369224	1	RP11-510D21.1		18
ENSG00000203547	50243040	50243254	1	AL135901.1		13
ENSG00000271238	26404616	26404790	-1	RP11-510D21.2		18
ENSG00000222148	50463770	50463864	-1	RNY4P30	RNY4P30	13
ENSG00000181358	50464727	50467134	1	CTAGE10P	CTAGE10P	13
ENSG00000251719	26628584	26628683	1	RNU6-408P	RNU6-408P	18
ENSG00000265730	26675539	26675643	-1	AC090349.1		18
ENSG00000200064	50482770	50482866	-1	RNY4P9	RNY4P9	13
ENSG00000212085	26776406	26776492	-1	AC105245.1		18
ENSG00000264526	50526670	50526750	-1	AL136123.1		13
ENSG00000264864	50570551	50570637	-1	MIR3613	MIR3613	13
ENSG00000266479	26836782	26837025	-1	CTD-2515C13.1		18
ENSG00000259458	62929371	62937490	-1	RP11-625H11.1		15
ENSG00000265980	26858474	26941928	-1	CTD-2515C13.2		18
ENSG00000221731	27063293	27063388	1	AC091321.1		18
ENSG00000264587	27098224	27128206	1	RP11-784B15.1		18
ENSG00000266196	28293241	28294252	1	RP11-675P14.1		18
ENSG00000265670	28534786	28560883	-1	RP11-25I11.1		18
ENSG00000251702	28564072	28564181	1	RNU6-857P	RNU6-857P	18
ENSG00000261521	28638806	28639359	-1	RP11-408H20.1		18
ENSG00000231607	50601269	50699856	-1	DLEU2	DLEU2	13
ENSG00000238376	28652470	28652573	1	snoU13		18
ENSG00000238660	26711319	26711413	1	AP001340.1		21
ENSG00000265888	28681551	28742752	1	RP11-408H20.2		18
ENSG00000213885	26734135	26734745	1	RPL13AP7	RPL13AP7	21
ENSG00000263698	28711419	28712457	1	RP11-408H20.3		18
ENSG00000185433	26758133	26804013	-1	LINC00158	LINC00158	21
ENSG00000266729	28923331	29006951	-1	RP11-534N16.1		18
ENSG00000238314	26842421	26842513	-1	snoU13		21
ENSG00000229962	26887785	26890650	-1	AP000221.1		21
ENSG00000208006	50623109	50623197	-1	MIR16-1	MIR16-1	13
ENSG00000207019	28925325	28925430	-1	RNU6-167P	RNU6-167P	18
ENSG00000214359	50673467	50674004	1	RPL18P10	RPL18P10	13
ENSG00000234883	26934221	26947480	1	MIR155HG	MIR155HG	21
ENSG00000207240	28962280	28962393	1	Y_RNA		18
ENSG00000266521	29076608	29077158	-1	RP11-650P15.1		18
ENSG00000232150	50746225	50747317	1	ST13P4	ST13P4	13
ENSG00000260583	26955082	26955638	-1	LINC00515	LINC00515	21
ENSG00000264859	29122109	29136874	-1	RP11-75N4.2		18
ENSG00000237731	27015801	27016528	1	RNGTTP1	RNGTTP1	21
ENSG00000223676	50935546	50935899	-1	RPL34P26	RPL34P26	13
ENSG00000227054	27064492	27064866	1	FDX1P2	FDX1P2	21
ENSG00000263304	62526397	62546003	1	MILR1	MILR1	HG183_PATCH
ENSG00000252379	29249252	29249341	-1	RNU6-1002P	RNU6-1002P	18
ENSG00000221198	50937284	50937373	-1	AL138696.1		13
ENSG00000235514	27135249	27135644	-1	AP000226.9		21
ENSG00000229323	51095069	51101585	-1	RP11-175B12.2		13
ENSG00000259985	29265618	29266786	1	RP11-549B18.1		18
ENSG00000200472	29298856	29299171	1	RN7SKP44	RN7SKP44	18
ENSG00000137880	41056218	41059906	1	GCHFR	GCHFR	15
ENSG00000265158	29304161	29306919	1	LRRC37A7P	LRRC37A7P	18
ENSG00000233783	27306373	27315001	1	AP001442.2		21
ENSG00000263772	29306006	29306360	-1	RP11-549B18.3		18
ENSG00000237152	51381992	51423190	1	DLEU7-AS1	DLEU7-AS1	13
ENSG00000251972	27315359	27315460	-1	RNU6-123P	RNU6-123P	21
ENSG00000263924	29424351	29425141	1	RP11-210K20.2		18
ENSG00000200711	51387124	51387242	-1	RNA5SP28	RNA5SP28	13
ENSG00000224541	27530409	27548142	1	AP001439.2		21
ENSG00000270518	29462583	29462865	1	RP11-210K20.3		18
ENSG00000270879	29464821	29465106	1	RP11-210K20.4		18
ENSG00000273492	27543189	27589700	1	AP000230.1		21
ENSG00000222320	29517496	29517602	1	RNU6-1050P	RNU6-1050P	18
ENSG00000233672	51450822	51484848	-1	RNASEH2B-AS1	RNASEH2B-AS1	13
ENSG00000263823	29522538	29524119	1	RP11-326K13.4		18
ENSG00000206802	27563026	27563132	1	RNU6-926P	RNU6-926P	21
ENSG00000265273	29542141	29543581	1	PGDP1	PGDP1	18
ENSG00000229025	27722099	27722953	-1	AP001595.1		21
ENSG00000266105	29546923	29547508	1	RP11-326K13.2		18
ENSG00000232692	27750871	27844017	1	AP001596.6		21
ENSG00000263917	29598792	29691742	1	RP11-53I6.2		18
ENSG00000265063	29640868	29640952	-1	AC009831.1		18
ENSG00000214917	29655848	29656235	-1	RP11-53I6.1		18
ENSG00000265008	29671258	29672082	-1	RP11-53I6.3		18
ENSG00000238982	29674467	29674569	1	snoU13		18
ENSG00000262917	62555145	62574426	-1	POLG2	POLG2	HG183_PATCH
ENSG00000263393	29702363	29704441	-1	RP11-53I6.4		18
ENSG00000199373	29756013	29756131	-1	RNA5SP453	RNA5SP453	18
ENSG00000265279	29775989	29776929	-1	RP11-53I6.5		18
ENSG00000263904	29825909	29828995	-1	RP11-344B2.3		18
ENSG00000222395	29843098	29843201	-1	Y_RNA		18
ENSG00000264982	29867400	29870303	1	RP11-344B2.2		18
ENSG00000215492	29991471	29993167	-1	HNRNPA1P7	HNRNPA1P7	18
ENSG00000260389	30091626	30094597	1	WBP11P1	WBP11P1	18
ENSG00000104129	41060067	41099675	-1	DNAJC17	DNAJC17	15
ENSG00000221621	30106105	30106185	1	AC009835.1		18
ENSG00000177150	13663346	13726662	-1	FAM210A	FAM210A	18
ENSG00000263688	30161491	30162791	1	RP11-386P4.1		18
ENSG00000123201	51568647	51654998	-1	GUCY1B2	GUCY1B2	13
ENSG00000155313	17102344	17252377	1	USP25	USP25	21
ENSG00000197934	27765954	27941571	1	AP001597.1		21
ENSG00000273115	27832222	27832533	-1	KB-1466C5.1		21
ENSG00000223563	28261695	28312061	1	AP001601.2		21
ENSG00000266133	28326280	28326362	1	MIR4759	MIR4759	21
ENSG00000215326	28515663	28516268	-1	GPX1P2	GPX1P2	21
ENSG00000231236	28731204	28820898	-1	AP001604.3		21
ENSG00000236332	28733483	28768106	1	AP001605.4		21
ENSG00000222920	51601883	51601988	-1	RNA5SP29	RNA5SP29	13
ENSG00000226792	51656984	51746524	-1	LINC00371	LINC00371	13
ENSG00000214878	51735859	51736493	-1	RPL5P31	RPL5P31	13
ENSG00000271242	51770017	51770217	1	SLMO2P2	SLMO2P2	13
ENSG00000263077	62576980	62585072	-1	DDX5	DDX5	HG183_PATCH
ENSG00000266072	51922703	51922775	-1	MIR5693	MIR5693	13
ENSG00000269965	51935701	51936371	-1	RP11-24B19.4		13
ENSG00000270101	51936795	51937579	-1	RP11-24B19.3		13
ENSG00000101638	44259081	44339220	-1	ST8SIA5	ST8SIA5	18
ENSG00000236778	52026503	52126500	1	INTS6-AS1	INTS6-AS1	13
ENSG00000232560	18811208	18821503	1	C21orf37	C21orf37	21
ENSG00000265146	54785613	54785684	1	MIR4752	MIR4752	HSCHR19LRC_COX2_CTG1
ENSG00000262931	55043099	55043205	-1	U6		HSCHR19LRC_COX2_CTG1
ENSG00000224892	52028300	52035451	1	RPS4XP16	RPS4XP16	13
ENSG00000243900	52043886	52044181	1	RN7SL320P	RN7SL320P	13
ENSG00000229906	52070156	52070387	-1	SNRPGP11	SNRPGP11	13
ENSG00000266611	52126725	52126803	1	MIR4703	MIR4703	13
ENSG00000263046	62584096	62615309	1	CEP95	CEP95	HG183_PATCH
ENSG00000252141	52139548	52139645	1	RNU6-65P	RNU6-65P	13
ENSG00000206920	52160560	52160668	-1	RNY1P6	RNY1P6	13
ENSG00000242893	52168057	52168351	-1	RN7SL413P	RN7SL413P	13
ENSG00000224451	52172552	52173596	1	ATP5F1P1	ATP5F1P1	13
ENSG00000231856	52378433	52387356	1	RP11-327P2.5		13
ENSG00000232872	52482354	52484757	-1	CTAGE3P	CTAGE3P	13
ENSG00000236044	52540878	52541285	1	FABP5P2	FABP5P2	13
ENSG00000261138	62385676	62386050	-1	AC016489.1		HG183_PATCH
ENSG00000217576	52741844	52865692	-1	RP11-248G5.8		13
ENSG00000239823	62467518	62467623	-1	Y_RNA		HG183_PATCH
ENSG00000265031	62502429	62502530	-1	hsa-mir-1273e		HG183_PATCH
ENSG00000266804	62539910	62540007	-1	AC234063.1		HG183_PATCH
ENSG00000261387	62568883	62569149	1	AC138744.2		HG183_PATCH
ENSG00000265387	62578133	62578199	-1	MIR3064	MIR3064	HG183_PATCH
ENSG00000154639	18884700	18965897	1	CXADR	CXADR	21
ENSG00000265492	62578574	62578673	-1	MIR5047	MIR5047	HG183_PATCH
ENSG00000263516	62608135	62608217	-1	AC009994.1		HG183_PATCH
